product_name,quantity,sale_date,revenue
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",1,2015-12-26,8.69
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",1,2017-09-15,48.664
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",1,2017-12-19,5.214
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",1,2018-03-23,34.76
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",1,2018-04-25,13.904
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",1,2018-11-17,13.904
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",1,2018-12-30,13.904
Cardinal Slant-D Ring Binders,1,2016-04-05,10.428
Cardinal Slant-D Ring Binders,1,2017-11-12,17.38
Cardinal Slant-D Ring Binders,1,2018-07-20,60.83
Cardinal Slant-D Ring Binders,1,2018-10-30,13.904
"Career Cubicle Clock, 8 1/4"", Black",1,2018-03-26,60.84
"Career Cubicle Clock, 8 1/4"", Black",1,2018-05-03,32.448
"Career Cubicle Clock, 8 1/4"", Black",1,2018-11-05,101.4
"Carina 42""Hx23 3/4""W Media Storage Unit",1,2015-03-07,242.94
"Carina 42""Hx23 3/4""W Media Storage Unit",1,2015-09-07,64.784
"Carina 42""Hx23 3/4""W Media Storage Unit",1,2016-11-12,64.784
"Carina 42""Hx23 3/4""W Media Storage Unit",1,2017-02-05,80.98
"Carina 42""Hx23 3/4""W Media Storage Unit",1,2017-07-17,242.94
"Carina 42""Hx23 3/4""W Media Storage Unit",1,2018-10-23,259.136
"Carina 42""Hx23 3/4""W Media Storage Unit",1,2018-11-04,194.352
Carina Double Wide Media Storage Towers in Natural & Black,1,2015-03-14,80.98
Carina Double Wide Media Storage Towers in Natural & Black,1,2015-09-23,404.9
Carina Double Wide Media Storage Towers in Natural & Black,1,2016-03-22,129.568
Carina Double Wide Media Storage Towers in Natural & Black,1,2016-08-21,80.98
Carina Double Wide Media Storage Towers in Natural & Black,1,2017-02-19,242.94
Carina Double Wide Media Storage Towers in Natural & Black,1,2017-06-02,64.784
Carina Double Wide Media Storage Towers in Natural & Black,1,2018-01-21,242.94
Carina Double Wide Media Storage Towers in Natural & Black,1,2018-03-12,242.94
Carina Double Wide Media Storage Towers in Natural & Black,1,2018-11-06,259.136
Carina Double Wide Media Storage Towers in Natural & Black,1,2018-12-28,64.784
Carina Media Storage Towers in Natural & Black,1,2016-11-17,304.9
Carina Media Storage Towers in Natural & Black,1,2017-12-04,182.94
Carina Media Storage Towers in Natural & Black,1,2018-04-17,195.136
Carina Media Storage Towers in Natural & Black,1,2018-06-17,146.352
Carina Media Storage Towers in Natural & Black,1,2018-09-29,243.92
"Carina Mini System Audio Rack, Model AR050B",1,2015-04-28,177.568
"Carina Mini System Audio Rack, Model AR050B",1,2015-11-01,443.92
"Carina Mini System Audio Rack, Model AR050B",1,2017-10-31,332.94
"Carina Mini System Audio Rack, Model AR050B",1,2018-03-27,332.94
"Carina Mini System Audio Rack, Model AR050B",1,2018-07-01,443.92
Case Logic 2.4GHz Wireless Keyboard,1,2015-07-23,99.98
Case Logic 2.4GHz Wireless Keyboard,1,2015-10-17,119.976
Case Logic 2.4GHz Wireless Keyboard,1,2015-11-17,99.98
Case Logic 2.4GHz Wireless Keyboard,1,2015-12-16,99.98
Case Logic 2.4GHz Wireless Keyboard,1,2016-09-13,199.96
Case Logic 2.4GHz Wireless Keyboard,1,2017-03-26,119.976
Case Logic 2.4GHz Wireless Keyboard,1,2017-12-12,249.95
Case Logic 2.4GHz Wireless Keyboard,1,2018-11-10,239.952
Catalog Binders with Expanding Posts,1,2015-03-07,107.648
Catalog Binders with Expanding Posts,1,2016-06-01,403.68
Catalog Binders with Expanding Posts,1,2016-09-26,121.104
Catalog Binders with Expanding Posts,1,2016-11-13,121.104
Catalog Binders with Expanding Posts,1,2017-04-08,121.104
Catalog Binders with Expanding Posts,1,2018-03-02,107.648
Catalog Binders with Expanding Posts,1,2018-07-21,94.192
Catalog Binders with Expanding Posts,1,2018-10-14,13.456
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",1,2018-06-03,384.768
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",1,2015-10-31,385.686
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",1,2015-12-06,275.49
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",1,2017-10-01,330.588
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",1,2018-06-09,108.925
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",1,2018-06-19,457.485
Chromcraft Rectangular Conference Tables,1,2015-05-30,355.455
Chromcraft Rectangular Conference Tables,1,2016-08-24,284.364
Chromcraft Rectangular Conference Tables,1,2017-10-16,142.182
Chromcraft Rectangular Conference Tables,1,2018-10-20,284.364
Chromcraft Rectangular Conference Tables,1,2018-10-27,189.576
Chromcraft Round Conference Tables,1,2016-05-07,244.006
Chromcraft Round Conference Tables,1,2017-01-25,313.722
Chromcraft Round Conference Tables,1,2017-03-11,244.006
Chromcraft Round Conference Tables,1,2017-08-12,209.148
Chromcraft Round Conference Tables,1,2017-09-18,383.438
Chromcraft Round Conference Tables,1,2017-12-01,366.009
Chromcraft Round Conference Tables,1,2018-08-14,418.296
Cisco 8961 IP Phone Charcoal,1,2017-05-03,224.937
Cisco 8x8 Inc. 6753i IP Business Phone System,1,2015-03-19,323.976
Cisco 8x8 Inc. 6753i IP Business Phone System,1,2016-06-29,269.98
Cisco 8x8 Inc. 6753i IP Business Phone System,1,2016-12-10,134.99
Cisco 8x8 Inc. 6753i IP Business Phone System,1,2018-08-21,431.968
Cisco Desktop Collaboration Experience DX650 IP Video Phone,1,2018-06-11,385.8
Cisco IP Phone 7961G-GE VoIP phone,1,2017-08-14,259.896
Cisco IP Phone 7961G-GE VoIP phone,1,2018-09-10,259.896
Cisco IPï¿½ï¿½Phoneï¿½ï¿½7961G VoIPï¿½ï¿½phoneï,1,2015-12-01,271.9
Cisco IPï¿½ï¿½Phoneï¿½ï¿½7961G VoIPï¿½ï¿½phoneï,1,2017-06-26,135.95
Cisco SPA 501G IP Phone,1,2015-08-27,213.48
Cisco SPA 502G IP Phone,1,2016-12-27,239.9
Cisco SPA 502G IP Phone,1,2016-12-30,287.88
Cisco SPA 502G IP Phone,1,2017-12-23,287.88
Cisco SPA 502G IP Phone,1,2018-04-04,383.84
Cisco SPA112 2 Port Phone Adapter,1,2017-12-23,131.88
Cisco SPA112 2 Port Phone Adapter,1,2018-12-01,219.8
Cisco SPA301,1,2016-06-11,249.584
Cisco SPA301,1,2016-06-18,467.97
Cisco SPA301,1,2016-10-01,311.98
Cisco SPA301,1,2017-09-03,280.782
Cisco SPA301,1,2017-12-08,249.584
Cisco SPA301,1,2018-07-29,124.792
Cisco SPA301,1,2018-12-07,374.376
Cisco SPA508G,1,2015-07-11,197.97
Cisco SPA508G,1,2016-11-08,263.96
Cisco SPA508G,1,2017-05-26,211.168
Cisco SPA508G,1,2018-07-13,39.594
Cisco SPA508G,1,2018-09-02,197.97
Cisco SPA525G2 IP Phone - Wireless,1,2015-08-23,143.64
Cisco SPA525G2 IP Phone - Wireless,1,2016-03-05,31.92
Cisco SPA525G2 IP Phone - Wireless,1,2017-07-12,95.76
Cisco SPA525G2 IP Phone - Wireless,1,2018-03-10,35.91
Cisco SPA525G2 IP Phone - Wireless,1,2018-03-17,119.7
Cisco Small Business SPA 502G VoIP phone,1,2016-12-15,246.168
Cisco Small Business SPA 502G VoIP phone,1,2017-05-05,246.168
Cisco Small Business SPA 502G VoIP phone,1,2017-06-06,328.224
Cisco Small Business SPA 502G VoIP phone,1,2018-10-26,61.542
Clarity 53712,1,2015-12-19,211.168
Clarity 53712,1,2017-09-17,105.584
Clarity 53712,1,2018-06-16,65.99
Clarity 53712,1,2018-10-12,369.544
Classic Ivory Antiqueï¿½ï¿½Telephoneï¿½ï,1,2015-11-11,241.176
Classic Ivory Antiqueï¿½ï¿½Telephoneï¿½ï,1,2016-09-03,100.49
Clear Mylar Reinforcing Strips,1,2015-07-20,89.712
Clear Mylar Reinforcing Strips,1,2016-10-09,11.214
Clear Mylar Reinforcing Strips,1,2017-03-20,16.821
Clear Mylar Reinforcing Strips,1,2017-07-25,119.616
Clear Mylar Reinforcing Strips,1,2018-01-29,119.616
Clear Mylar Reinforcing Strips,1,2018-09-22,5.607
Clear Mylar Reinforcing Strips,1,2018-12-11,14.952
ClearOne Communications CHAT 70 OCï¿½ï¿½Speaker P,1,2016-10-25,158.99
ClearOne Communications CHAT 70 OCï¿½ï¿½Speaker P,1,2018-06-08,381.576
ClearSounds CSC500 Amplified Spirit Phone Corded phone,1,2015-11-26,279.96
ClearSounds CSC500 Amplified Spirit Phone Corded phone,1,2015-12-30,251.964
ClearSounds CSC500 Amplified Spirit Phone Corded phone,1,2016-09-17,209.97
ClearSounds CSC500 Amplified Spirit Phone Corded phone,1,2016-12-24,111.984
ClearSounds CSC500 Amplified Spirit Phone Corded phone,1,2017-08-26,209.97
ClearSounds CSC500 Amplified Spirit Phone Corded phone,1,2018-09-16,55.992
Clearsounds A400,1,2017-03-29,158.376
Clearsounds A400,1,2017-04-05,118.782
Clearsounds A400,1,2018-03-25,211.168
Col-Erase Pencils with Erasers,1,2018-03-13,19.456
Col-Erase Pencils with Erasers,1,2018-12-10,18.24
Color-Coded Legal Exhibit Labels,1,2018-04-09,9.82
Color-Coded Legal Exhibit Labels,1,2018-04-29,4.91
Colored Envelopes,1,2015-09-14,11.07
Colored Envelopes,1,2016-03-16,7.38
Colored Envelopes,1,2018-03-21,8.856
Colored Envelopes,1,2018-08-13,14.76
Colored Envelopes,1,2018-11-02,8.856
Colored Push Pins,1,2015-08-17,12.67
Colored Push Pins,1,2015-10-03,4.344
Colored Push Pins,1,2017-09-02,1.81
Colored Push Pins,1,2017-11-24,4.344
Colored Push Pins,1,2018-04-24,1.81
Coloredge Poster Frame,1,2016-02-03,28.4
Coloredge Poster Frame,1,2016-11-03,42.6
Coloredge Poster Frame,1,2017-03-08,113.6
Coloredge Poster Frame,1,2017-09-04,42.6
Coloredge Poster Frame,1,2018-11-20,42.6
Coloredge Poster Frame,1,2018-11-23,28.4
Colorific Watercolor Pencils,1,2016-07-04,15.48
Colorific Watercolor Pencils,1,2017-04-21,15.48
Colorific Watercolor Pencils,1,2018-10-03,20.64
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",1,2015-06-04,15.56
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",1,2015-11-11,7.78
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",1,2016-12-06,7.78
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",1,2017-03-06,2.334
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",1,2017-10-29,11.67
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",1,2018-09-11,1.556
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",1,2018-09-30,3.89
Compact Automatic Electric Letter Opener,1,2015-02-14,238.62
Compact Automatic Electric Letter Opener,1,2015-09-12,357.93
Compact Automatic Electric Letter Opener,1,2015-11-03,286.344
Compact Automatic Electric Letter Opener,1,2016-05-08,357.93
Compact Automatic Electric Letter Opener,1,2018-05-12,238.62
Compact Automatic Electric Letter Opener,1,2018-09-25,190.896
"Companion Letter/Legal File, Black",1,2015-12-08,60.416
"Companion Letter/Legal File, Black",1,2016-03-05,60.416
"Companion Letter/Legal File, Black",1,2017-06-12,226.56
"Companion Letter/Legal File, Black",1,2018-08-20,226.56
"Companion Letter/Legal File, Black",1,2018-11-18,37.76
Computer Printout Index Tabs,1,2015-10-18,1.344
Computer Printout Index Tabs,1,2017-05-05,6.72
Computer Printout Index Tabs,1,2017-06-11,1.344
Computer Printout Index Tabs,1,2018-12-28,1.68
Computer Printout Paper with Letter-Trim Fine Perforations,1,2018-04-09,191.6
Computer Printout Paper with Letter-Trim Perforations,1,2015-12-23,45.528
Computer Printout Paper with Letter-Trim Perforations,1,2016-10-02,94.85
Computer Printout Paper with Letter-Trim Perforations,1,2016-12-24,106.232
Computer Printout Paper with Letter-Trim Perforations,1,2017-03-29,45.528
Computer Printout Paper with Letter-Trim Perforations,1,2017-10-13,37.94
Computer Printout Paper with Letter-Trim Perforations,1,2017-12-23,37.94
Computer Printout Paper with Letter-Trim Perforations,1,2018-10-06,37.94
"Computer Room Manger, 14""",1,2015-09-22,97.44
"Computer Room Manger, 14""",1,2015-12-20,51.968
"Computer Room Manger, 14""",1,2016-01-30,227.36
"Computer Room Manger, 14""",1,2017-05-03,51.968
"Computer Room Manger, 14""",1,2017-11-21,77.952
"Computer Room Manger, 14""",1,2018-04-20,51.968
"Computer Room Manger, 14""",1,2018-10-28,77.952
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",1,2015-11-23,34.176
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",1,2016-08-08,113.92
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",1,2017-02-27,170.88
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",1,2018-10-06,227.84
Contemporary Borderless Frame,1,2015-05-20,10.332
Contemporary Borderless Frame,1,2018-11-30,25.83
Contemporary Wood/Metal Frame,1,2016-11-02,96.96
Contemporary Wood/Metal Frame,1,2017-10-08,51.712
Contemporary Wood/Metal Frame,1,2018-06-19,38.784
Contemporary Wood/Metal Frame,1,2018-11-23,6.464
"Contico 72""H Heavy-Duty Storage System",1,2015-03-07,204.9
"Contico 72""H Heavy-Duty Storage System",1,2015-10-20,98.352
"Contico 72""H Heavy-Duty Storage System",1,2016-10-12,81.96
"Contico 72""H Heavy-Duty Storage System",1,2017-09-08,131.136
"Contico 72""H Heavy-Duty Storage System",1,2018-09-15,81.96
"Contract Clock, 14"", Brown",1,2017-01-22,109.9
"Contract Clock, 14"", Brown",1,2018-07-20,8.792
"Contract Clock, 14"", Brown",1,2018-08-18,65.94
"Contract Clock, 14"", Brown",1,2018-12-10,87.92
Convenience Packs of Business Envelopes,1,2015-10-03,14.48
Convenience Packs of Business Envelopes,1,2016-03-12,8.688
Convenience Packs of Business Envelopes,1,2017-08-16,10.86
Convenience Packs of Business Envelopes,1,2018-08-27,2.896
Convenience Packs of Business Envelopes,1,2018-09-18,10.86
Convenience Packs of Business Envelopes,1,2018-12-10,10.86
Crate-A-Files,1,2015-03-19,26.16
Crate-A-Files,1,2016-11-20,17.44
Crate-A-Files,1,2017-09-03,54.5
Crate-A-Files,1,2018-03-04,8.72
Crate-A-Files,1,2018-09-02,10.9
Crate-A-Files,1,2018-10-19,32.7
Crate-A-Files,1,2018-12-22,26.16
"Crayola Anti Dust Chalk, 12/Pack",1,2016-11-21,10.92
"Crayola Anti Dust Chalk, 12/Pack",1,2017-09-11,2.912
"Crayola Anti Dust Chalk, 12/Pack",1,2017-12-31,3.64
"Crayola Anti Dust Chalk, 12/Pack",1,2018-01-30,12.74
"Crayola Anti Dust Chalk, 12/Pack",1,2018-07-16,2.912
"Crayola Anti Dust Chalk, 12/Pack",1,2018-09-04,10.192
"Crayola Anti Dust Chalk, 12/Pack",1,2018-11-24,16.38
Crayola Colored Pencils,1,2015-04-05,22.96
Crayola Colored Pencils,1,2015-07-22,19.68
Crayola Colored Pencils,1,2015-11-24,2.624
Crayola Colored Pencils,1,2015-11-28,13.12
Crayola Colored Pencils,1,2016-01-24,13.12
Crayola Colored Pencils,1,2016-04-16,7.872
Crayola Colored Pencils,1,2016-04-26,2.624
Crayola Colored Pencils,1,2017-12-13,9.84
Crayola Colored Pencils,1,2018-07-08,13.12
Crayola Colored Pencils,1,2018-07-14,13.12
Crayola Colored Pencils,1,2018-12-09,2.624
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,1,2016-04-05,14.85
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,1,2016-04-30,19.8
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,1,2016-11-01,4.95
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,1,2018-06-02,2.97
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,1,2018-11-12,7.92
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,1,2018-12-28,14.85
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,1,2017-01-11,15.588
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,1,2017-04-01,12.99
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,1,2017-07-17,20.784
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,1,2018-12-05,31.176
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,1,2018-12-10,38.97
DAX Black Cherry Wood-Tone Poster Frame,1,2015-01-16,127.104
DAX Black Cherry Wood-Tone Poster Frame,1,2015-03-01,63.552
DAX Black Cherry Wood-Tone Poster Frame,1,2015-09-26,21.184
DAX Black Cherry Wood-Tone Poster Frame,1,2015-11-25,52.96
DAX Black Cherry Wood-Tone Poster Frame,1,2016-05-01,63.552
DAX Black Cherry Wood-Tone Poster Frame,1,2016-05-08,79.44
DAX Black Cherry Wood-Tone Poster Frame,1,2018-03-28,26.48
DAX Black Cherry Wood-Tone Poster Frame,1,2018-09-08,21.184
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",1,2016-04-05,7.584
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",1,2017-03-11,30.336
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",1,2017-05-30,47.4
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",1,2017-11-12,22.752
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",1,2018-12-18,18.96
DAX Clear Channel Poster Frame,1,2015-07-26,17.496
DAX Clear Channel Poster Frame,1,2016-06-11,29.16
DAX Clear Channel Poster Frame,1,2018-10-05,72.9
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",1,2015-03-24,40.48
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",1,2016-11-17,80.96
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",1,2016-11-30,80.96
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",1,2017-09-12,40.48
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",1,2017-11-14,48.576
"DAX Copper Panel Document Frame, 5 x 7 Size",1,2015-02-18,25.16
"DAX Copper Panel Document Frame, 5 x 7 Size",1,2016-06-15,40.256
"DAX Copper Panel Document Frame, 5 x 7 Size",1,2017-05-14,30.192
"DAX Copper Panel Document Frame, 5 x 7 Size",1,2018-09-07,25.16
DAX Cubicle Frames - 8x10,1,2015-10-11,63.47
DAX Cubicle Frames - 8x10,1,2017-10-23,16.156
DAX Cubicle Frames - 8x10,1,2017-12-01,17.31
DAX Cubicle Frames - 8x10,1,2018-09-02,11.54
DAX Cubicle Frames - 8x10,1,2018-11-16,17.31
"DAX Cubicle Frames, 8-1/2 x 11",1,2015-07-26,25.71
"DAX Cubicle Frames, 8-1/2 x 11",1,2016-10-15,17.14
"DAX Cubicle Frames, 8-1/2 x 11",1,2017-01-23,59.99
"DAX Cubicle Frames, 8-1/2 x 11",1,2018-05-12,42.85
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",1,2017-06-26,37.74
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",1,2017-11-23,70.448
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",1,2018-01-28,37.74
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",1,2018-06-29,25.16
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",1,2018-08-21,25.16
"DAX Metal Frame, Desktop, Stepped-Edge",1,2015-12-02,60.72
"DAX Metal Frame, Desktop, Stepped-Edge",1,2016-05-26,20.24
"DAX Metal Frame, Desktop, Stepped-Edge",1,2016-09-27,24.288
"DAX Metal Frame, Desktop, Stepped-Edge",1,2018-08-18,40.48
"DAX Metal Frame, Desktop, Stepped-Edge",1,2018-10-30,16.192
DAX Natural Wood-Tone Poster Frame,1,2015-09-07,42.368
DAX Natural Wood-Tone Poster Frame,1,2015-10-03,31.776
DAX Natural Wood-Tone Poster Frame,1,2015-12-08,79.44
DAX Natural Wood-Tone Poster Frame,1,2017-11-10,148.288
DAX Natural Wood-Tone Poster Frame,1,2018-03-23,211.84
DAX Solid Wood Frames,1,2017-05-06,54.712
DAX Solid Wood Frames,1,2017-11-13,19.54
DAX Solid Wood Frames,1,2018-07-17,39.08
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",1,2016-04-30,9.48
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",1,2016-12-04,28.44
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",1,2017-01-09,15.168
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",1,2017-09-22,18.96
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",1,2017-11-04,11.376
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",1,2018-04-23,66.36
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",1,2018-09-15,47.4
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",1,2018-12-16,18.96
DAX Two-Tone Silver Metal Document Frame,1,2017-02-27,16.192
DAX Two-Tone Silver Metal Document Frame,1,2017-03-27,20.24
DAX Two-Tone Silver Metal Document Frame,1,2017-09-18,60.72
DAX Two-Tone Silver Metal Document Frame,1,2018-09-07,80.96
DAX Two-Tone Silver Metal Document Frame,1,2018-10-12,40.48
DAX Two-Tone Silver Metal Document Frame,1,2018-12-03,16.192
"DAX Value U-Channel Document Frames, Easel Back",1,2015-01-11,9.94
"DAX Value U-Channel Document Frames, Easel Back",1,2015-05-12,34.79
"DAX Value U-Channel Document Frames, Easel Back",1,2016-08-24,14.91
"DAX Value U-Channel Document Frames, Easel Back",1,2016-09-24,14.91
"DAX Value U-Channel Document Frames, Easel Back",1,2017-01-10,24.85
"DAX Value U-Channel Document Frames, Easel Back",1,2017-05-19,39.76
"DAX Value U-Channel Document Frames, Easel Back",1,2017-11-24,9.94
"DAX Value U-Channel Document Frames, Easel Back",1,2018-04-26,1.988
"DAX Value U-Channel Document Frames, Easel Back",1,2018-08-18,9.94
DAX Wood Document Frame,1,2015-03-21,32.952
DAX Wood Document Frame,1,2015-05-04,27.46
DAX Wood Document Frame,1,2015-12-27,32.952
DAX Wood Document Frame,1,2016-01-04,192.22
DAX Wood Document Frame,1,2016-12-11,54.92
DAX Wood Document Frame,1,2018-05-28,27.46
DAX Wood Document Frame,1,2018-08-12,54.92
DAX Wood Document Frame,1,2018-11-26,27.46
DAX Wood Document Frame,1,2018-12-23,27.46
DAX Wood Document Frame.,1,2015-11-11,10.984
DAX Wood Document Frame.,1,2016-05-12,21.968
DAX Wood Document Frame.,1,2018-10-20,43.936
DAX Wood Document Frame.,1,2018-12-07,82.38
DIXON Oriole Pencils,1,2015-06-09,18.06
DIXON Oriole Pencils,1,2015-10-03,6.192
DIXON Oriole Pencils,1,2017-06-20,5.16
DIXON Oriole Pencils,1,2018-09-04,8.256
DIXON Oriole Pencils,1,2018-11-13,2.064
DIXON Oriole Pencils,1,2018-11-25,5.16
DIXON Ticonderoga Erasable Checking Pencils,1,2015-05-10,22.32
DIXON Ticonderoga Erasable Checking Pencils,1,2015-05-26,13.392
DIXON Ticonderoga Erasable Checking Pencils,1,2015-07-02,5.58
DIXON Ticonderoga Erasable Checking Pencils,1,2016-04-04,11.16
DIXON Ticonderoga Erasable Checking Pencils,1,2017-05-01,11.16
DIXON Ticonderoga Erasable Checking Pencils,1,2017-11-26,17.856
DIXON Ticonderoga Erasable Checking Pencils,1,2018-12-04,13.392
DMI Arturo Collection Mission-style Design Wood Chair,1,2015-04-18,317.058
DMI Arturo Collection Mission-style Design Wood Chair,1,2015-11-04,135.882
DMI Arturo Collection Mission-style Design Wood Chair,1,2015-12-16,241.568
DMI Arturo Collection Mission-style Design Wood Chair,1,2017-07-25,241.568
DMI Arturo Collection Mission-style Design Wood Chair,1,2018-04-20,317.058
DMI Arturo Collection Mission-style Design Wood Chair,1,2018-09-10,362.352
DMI Arturo Collection Mission-style Design Wood Chair,1,2018-12-01,317.058
DMI Arturo Collection Mission-style Design Wood Chair,1,2018-12-24,271.764
DMI Eclipse Executive Suite Bookcases,1,2016-10-31,425.833
DMI Eclipse Executive Suite Bookcases,1,2018-06-25,400.784
DXL Angle-View Binders with Locking Rings by Samsill,1,2015-06-09,18.504
DXL Angle-View Binders with Locking Rings by Samsill,1,2015-09-30,43.176
DXL Angle-View Binders with Locking Rings by Samsill,1,2017-06-12,30.84
DXL Angle-View Binders with Locking Rings by Samsill,1,2017-06-18,4.626
DXL Angle-View Binders with Locking Rings by Samsill,1,2017-12-20,15.42
DXL Angle-View Binders with Locking Rings by Samsill,1,2018-01-30,7.71
DXL Angle-View Binders with Locking Rings by Samsill,1,2018-03-09,30.84
DXL Angle-View Binders with Locking Rings by Samsill,1,2018-05-04,2.313
DXL Angle-View Binders with Locking Rings by Samsill,1,2018-08-24,24.672
DXL Angle-View Binders with Locking Rings by Samsill,1,2018-08-27,37.008
"DXL Angle-View Binders with Locking Rings, Black",1,2016-04-17,62.296
"DXL Angle-View Binders with Locking Rings, Black",1,2016-09-05,28.752
"DXL Angle-View Binders with Locking Rings, Black",1,2018-05-12,19.168
"DXL Angle-View Binders with Locking Rings, Black",1,2018-12-24,14.376
DYMO CardScan Personal V9 Business Card Scanner,1,2018-11-10,95.994
"Dana Fluorescent Magnifying Lamp, White, 36""",1,2015-03-18,122.352
"Dana Fluorescent Magnifying Lamp, White, 36""",1,2015-09-10,254.9
"Dana Fluorescent Magnifying Lamp, White, 36""",1,2016-02-09,40.784
"Dana Fluorescent Magnifying Lamp, White, 36""",1,2016-05-20,163.136
Dana Halogen Swing-Arm Architect Lamp,1,2015-08-08,327.76
Dana Halogen Swing-Arm Architect Lamp,1,2016-03-13,327.76
Dana Halogen Swing-Arm Architect Lamp,1,2016-05-14,122.91
Dana Halogen Swing-Arm Architect Lamp,1,2016-06-25,204.85
Dana Halogen Swing-Arm Architect Lamp,1,2017-08-22,98.328
Dana Halogen Swing-Arm Architect Lamp,1,2018-09-28,32.776
Dana Swing-Arm Lamps,1,2015-09-21,8.544
Dana Swing-Arm Lamps,1,2015-11-18,8.544
Dana Swing-Arm Lamps,1,2015-12-15,8.544
Dana Swing-Arm Lamps,1,2016-11-20,32.04
Dana Swing-Arm Lamps,1,2016-11-30,17.088
Dana Swing-Arm Lamps,1,2017-09-20,17.088
Dana Swing-Arm Lamps,1,2018-06-12,17.088
"DataProducts Ampli Magnifier Task Lamp, Black,",1,2015-07-28,129.888
"DataProducts Ampli Magnifier Task Lamp, Black,",1,2016-06-12,43.296
"DataProducts Ampli Magnifier Task Lamp, Black,",1,2016-10-04,64.944
"DataProducts Ampli Magnifier Task Lamp, Black,",1,2018-09-07,135.3
"DataProducts Ampli Magnifier Task Lamp, Black,",1,2018-11-26,135.3
Dax Clear Box Frame,1,2015-04-29,17.46
