product_name,category_name,price,sub_category_name
"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",Furniture,119.833,Bookcases
Bush Somerset Collection Bookcase,Furniture,556.665,Bookcases
"Bush Westfield Collection Bookcases, Dark Cherry Finish",Furniture,69.576,Bookcases
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Furniture,90.882,Bookcases
"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,257.499,Bookcases
"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,231.92,Bookcases
C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,33.11,Furnishings
"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Furniture,164.22,Furnishings
"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,24.7,Furnishings
"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies,7.644,Binders
Cameo Buff Policy Envelopes,Office Supplies,149.352,Envelopes
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Technology,1007.979,Machines
Canon Image Class D660 Copier,Technology,2999.95,Copiers
Canon Imageclass D680 Copier / Fax,Technology,559.992,Copiers
Canon PC-428 Personal Copier,Technology,639.968,Copiers
Canon PC1060 Personal Laser Copier,Technology,1119.984,Copiers
Canon PC1080F Personal Copier,Technology,1799.97,Copiers
Canon PC170 Desktop Personal Copier,Technology,287.91,Machines
Canon PC940 Copier,Technology,1079.976,Copiers
Canon imageCLASS 2200 Advanced Copier,Technology,8399.976,Copiers
Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,Technology,3991.98,Machines
Canvas Sectional Post Binders,Office Supplies,152.76,Binders
Cardinal EasyOpen D-Ring Binders,Office Supplies,21.936,Binders
"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Office Supplies,25.32,Binders
Cardinal Hold-It CD Pocket,Office Supplies,7.98,Binders
Cardinal Holdit Business Card Pockets,Office Supplies,19.92,Binders
Cardinal Holdit Data Disk Pockets,Office Supplies,34.944,Binders
Cardinal Poly Pocket Divider Pockets for Ring Binders,Office Supplies,2.688,Binders
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,13.904,Binders
Cardinal Slant-D Ring Binders,Office Supplies,10.428,Binders
"Career Cubicle Clock, 8 1/4"", Black",Furniture,60.84,Furnishings
"Carina 42""Hx23 3/4""W Media Storage Unit",Office Supplies,242.94,Storage
Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,80.98,Storage
Carina Media Storage Towers in Natural & Black,Office Supplies,304.9,Storage
"Carina Mini System Audio Rack, Model AR050B",Office Supplies,177.568,Storage
Case Logic 2.4GHz Wireless Keyboard,Technology,99.98,Accessories
Catalog Binders with Expanding Posts,Office Supplies,107.648,Binders
Cherry 142-key Programmable Keyboard,Technology,479.72,Accessories
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture,513.024,Tables
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,991.764,Tables
Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,4297.644,Tables
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,653.55,Tables
Chromcraft Rectangular Conference Tables,Furniture,355.455,Tables
Chromcraft Round Conference Tables,Furniture,244.006,Tables
Cisco 8961 IP Phone Charcoal,Technology,224.937,Machines
Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,323.976,Phones
Cisco 9971 IP Video Phone Charcoal,Technology,1188.0,Machines
Cisco CP-7937G Unified IP Conference Station Phone,Technology,695.7,Machines
Cisco Desktop Collaboration Experience DX650 IP Video Phone,Technology,385.8,Machines
Cisco IP Phone 7961G-GE VoIP phone,Technology,519.792,Phones
Cisco IPï¿½ï¿½Phoneï¿½ï¿½7961G VoIPï¿½ï¿½phoneï,Technology,978.84,Binders
Cisco SPA 501G IP Phone,Technology,213.48,Phones
Cisco SPA 502G IP Phone,Technology,239.9,Phones
Cisco SPA112 2 Port Phone Adapter,Technology,131.88,Phones
Cisco SPA301,Technology,249.584,Phones
Cisco SPA508G,Technology,197.97,Phones
Cisco SPA525G2 5-Line IP Phone,Technology,1379.92,Machines
Cisco SPA525G2 IP Phone - Wireless,Technology,143.64,Phones
Cisco Small Business SPA 502G VoIP phone,Technology,246.168,Phones
Cisco TelePresence System EX90 Videoconferencing Unit,Technology,22638.48,Machines
Cisco Unified IP Phone 7945G VoIP phone,Technology,1091.168,Phones
Clarity 53712,Technology,211.168,Phones
Classic Ivory Antiqueï¿½ï¿½Telephoneï¿½ï,Technology,241.176,Binders
Clear Mylar Reinforcing Strips,Office Supplies,89.712,Binders
ClearOne CHATAttach 160 -ï¿½ï¿½speaker p,Technology,1983.968,Binders
ClearOne Communications CHAT 70 OCï¿½ï¿½Speaker P,Technology,158.99,Binders
ClearSounds CSC500 Amplified Spirit Phone Corded phone,Technology,279.96,Phones
Clearsounds A400,Technology,158.376,Phones
Col-Erase Pencils with Erasers,Office Supplies,19.456,Art
Color-Coded Legal Exhibit Labels,Office Supplies,9.82,Labels
Colored Envelopes,Office Supplies,11.07,Envelopes
Colored Push Pins,Office Supplies,4.344,Fasteners
Coloredge Poster Frame,Furniture,28.4,Furnishings
Colorific Watercolor Pencils,Office Supplies,15.48,Art
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,15.56,Appliances
Compact Automatic Electric Letter Opener,Office Supplies,238.62,Supplies
"Companion Letter/Legal File, Black",Office Supplies,60.416,Storage
Computer Printout Index Tabs,Office Supplies,1.344,Binders
Computer Printout Paper with Letter-Trim Fine Perforations,Office Supplies,191.6,Paper
Computer Printout Paper with Letter-Trim Perforations,Office Supplies,45.528,Paper
"Computer Room Manger, 14""",Furniture,97.44,Furnishings
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,34.176,Appliances
Contemporary Borderless Frame,Furniture,10.332,Furnishings
Contemporary Wood/Metal Frame,Furniture,96.96,Furnishings
"Contico 72""H Heavy-Duty Storage System",Office Supplies,204.9,Storage
"Contract Clock, 14"", Brown",Furniture,109.9,Furnishings
Convenience Packs of Business Envelopes,Office Supplies,8.688,Envelopes
Crate-A-Files,Office Supplies,26.16,Storage
"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,10.92,Art
Crayola Colored Pencils,Office Supplies,22.96,Art
Cubify CubeX 3D Printer Double Head Print,Technology,1799.994,Machines
Cubify CubeX 3D Printer Triple Head Print,Technology,7999.98,Machines
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Technology,14.85,Phones
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Technology,15.588,Phones
DAX Black Cherry Wood-Tone Poster Frame,Furniture,127.104,Furnishings
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,7.584,Furnishings
DAX Clear Channel Poster Frame,Furniture,17.496,Furnishings
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Furniture,40.48,Furnishings
"DAX Copper Panel Document Frame, 5 x 7 Size",Furniture,25.16,Furnishings
DAX Cubicle Frames - 8x10,Furniture,16.156,Furnishings
"DAX Cubicle Frames, 8-1/2 x 11",Furniture,25.71,Furnishings
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furniture,37.74,Furnishings
"DAX Metal Frame, Desktop, Stepped-Edge",Furniture,60.72,Furnishings
DAX Natural Wood-Tone Poster Frame,Furniture,42.368,Furnishings
DAX Solid Wood Frames,Furniture,54.712,Furnishings
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,9.48,Furnishings
DAX Two-Tone Silver Metal Document Frame,Furniture,16.192,Furnishings
"DAX Value U-Channel Document Frames, Easel Back",Furniture,9.94,Furnishings
DAX Wood Document Frame,Furniture,32.952,Furnishings
DAX Wood Document Frame.,Furniture,10.984,Furnishings
DIXON Oriole Pencils,Office Supplies,6.192,Art
DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,22.32,Art
DMI Arturo Collection Mission-style Design Wood Chair,Furniture,317.058,Chairs
DMI Eclipse Executive Suite Bookcases,Furniture,801.568,Bookcases
DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,18.504,Binders
"DXL Angle-View Binders with Locking Rings, Black",Office Supplies,62.296,Binders
DYMO CardScan Personal V9 Business Card Scanner,Technology,767.952,Machines
"Dana Fluorescent Magnifying Lamp, White, 36""",Furniture,122.352,Furnishings
Dana Halogen Swing-Arm Architect Lamp,Furniture,327.76,Furnishings
Dana Swing-Arm Lamps,Furniture,8.544,Furnishings
"DataProducts Ampli Magnifier Task Lamp, Black,",Furniture,129.888,Furnishings
Dax Clear Box Frame,Furniture,17.46,Furnishings
Decoflex Hanging Personal Folder File,Office Supplies,46.26,Storage
"Decoflex Hanging Personal Folder File, Blue",Office Supplies,92.52,Storage
Deflect-O Glasstique Clear Desk Accessories,Furniture,24.64,Furnishings
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furniture,337.088,Furnishings
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,127.95,Furnishings
"Deflect-o EconoMat Nonstudded, No Bevel Mat",Furniture,464.85,Furnishings
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,66.112,Furnishings
Deflect-o Glass Clear Studded Chair Mats,Furniture,149.232,Furnishings
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furniture,73.784,Furnishings
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,87.54,Furnishings
Dell Slim USB Multimedia Keyboard,Technology,75.0,Accessories
Deluxe Chalkboard Eraser Cleaner,Office Supplies,23.1,Art
Deluxe Heavy-Duty Vinyl Round Ring Binder,Office Supplies,114.6,Binders
Deluxe Rollaway Locking File with Drawer,Office Supplies,1247.64,Storage
Design Ebony Sketching Pencil,Office Supplies,2.78,Art
Desktop 3-Pocket Hot File,Office Supplies,216.4,Storage
Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,Technology,140.376,Phones
Digium D40 VoIP phone,Technology,257.98,Phones
Disposable Triple-Filter Dust Bags,Office Supplies,8.74,Appliances
"Dixon My First Ticonderoga Pencil, #2",Office Supplies,32.76,Art
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,12.78,Art
Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,36.44,Art
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Office Supplies,255.85,Art
"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,33.488,Art
"Dixon Ticonderoga Maple Cedar Pencil, #2",Office Supplies,9.21,Art
Dixon Ticonderoga Pencils,Office Supplies,23.84,Art
Document Clip Frames,Furniture,20.016,Furnishings
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,491.55,Labels
"Dual Level, Single-Width Filing Carts",Office Supplies,310.12,Storage
Durable Pressboard Binders,Office Supplies,19.0,Binders
Easy-staple paper,Office Supplies,35.44,Paper
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,55.48,Paper
"Eberhard Faber 3 1/2"" Golf Pencils",Office Supplies,14.88,Art
EcoTones Memo Sheets,Office Supplies,16.0,Paper
Economy #2 Pencils,Office Supplies,7.98,Art
Economy Binders,Office Supplies,14.976,Binders
Economy Rollaway Files,Office Supplies,330.4,Storage
"Eldon ""L"" Workstation Diamond Chairmat",Furniture,182.352,Furnishings
Eldon 100 Class Desk Accessories,Furniture,10.11,Furnishings
Eldon 200 Class Desk Accessories,Furniture,18.84,Furnishings
"Eldon 200 Class Desk Accessories, Black",Furniture,56.52,Furnishings
"Eldon 200 Class Desk Accessories, Burgundy",Furniture,35.168,Furnishings
"Eldon 200 Class Desk Accessories, Smoke",Furniture,6.28,Furnishings
"Eldon 300 Class Desk Accessories, Black",Furniture,24.75,Furnishings
"Eldon 400 Class Desk Accessories, Black Carbon",Furniture,28.0,Furnishings
Eldon 500 Class Desk Accessories,Furniture,19.312,Furnishings
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,43.31,Furnishings
Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Furniture,108.4,Furnishings
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,168.464,Furnishings
"Eldon Base for stackable storage shelf, platinum",Office Supplies,186.912,Storage
Eldon Cleatmat Chair Mats for Medium Pile Carpets,Furniture,111.0,Furnishings
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,397.6,Furnishings
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,272.94,Furnishings
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,121.376,Furnishings
Eldon Econocleat Chair Mats for Low Pile Carpets,Furniture,124.41,Furnishings
Eldon Executive Woodline II Cherry Finish Desk Accessories,Furniture,32.712,Furnishings
"Eldon Executive Woodline II Desk Accessories, Mahogany",Furniture,60.312,Furnishings
"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture,38.6,Furnishings
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,45.696,Furnishings
Eldon Expressions Mahogany Wood Desk Collection,Furniture,24.96,Furnishings
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,46.9,Furnishings
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furniture,53.2,Furnishings
"Eldon Expressions Wood Desk Accessories, Oak",Furniture,14.76,Furnishings
"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Furniture,48.86,Furnishings
"Eldon Expressions Wood and Plastic Desk Accessories, Oak",Furniture,39.92,Furnishings
Eldon File Chest Portable File,Office Supplies,79.4,Storage
Eldon Fold 'N Roll Cart System,Office Supplies,13.98,Storage
Eldon Gobal File Keepers,Office Supplies,30.28,Storage
Eldon Image Series Black Desk Accessories,Furniture,12.42,Furnishings
"Eldon Image Series Desk Accessories, Burgundy",Furniture,12.54,Furnishings
"Eldon Image Series Desk Accessories, Ebony",Furniture,12.35,Furnishings
"Eldon Imï¿½ï¿½ge Series Desk Accessories, C",Furniture,24.3,Binders
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies,94.6,Storage
Eldon Pizzaz Desk Accessories,Furniture,8.92,Furnishings
Eldon Portable Mobile Manager,Office Supplies,45.248,Storage
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,57.93,Storage
Eldon Radial Chair Mat for Low to Medium Pile Carpets,Furniture,199.9,Furnishings
"Eldon Regeneration Recycled Desk Accessories, Black",Furniture,15.488,Furnishings
"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,12.18,Furnishings
Eldon Shelf Savers Cubes and Bins,Office Supplies,44.672,Storage
Eldon Simplefile Box Office,Office Supplies,37.32,Storage
"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Office Supplies,8.016,Art
"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,27.42,Furnishings
Eldon Wave Desk Accessories,Furniture,8.32,Furnishings
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,26.8,Furnishings
"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,190.92,Furnishings
Electrix Fluorescent Magnifier Lamps & Weighted Base,Furniture,315.776,Furnishings
Electrix Halogen Magnifier Lamp,Furniture,310.88,Furnishings
"Electrix Incandescent Magnifying Lamp, Black",Furniture,29.32,Furnishings
"Elite 5"" Scissors",Office Supplies,16.9,Supplies
Embossed Ink Jet Note Cards,Office Supplies,108.336,Paper
Enermax Acrylux Wireless Keyboard,Technology,498.0,Accessories
Enermax Aurora Lite Keyboard,Technology,468.9,Accessories
Enermax Briskie RF Wireless Keyboard and Mouse Combo,Technology,62.31,Accessories
Epson Perfection V600 Photo Scanner,Technology,206.991,Machines
Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,Technology,559.71,Machines
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Technology,209.97,Machines
Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Office Supplies,1.624,Appliances
"Eureka Hand Vacuum, Bagless",Office Supplies,197.72,Appliances
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Office Supplies,19.44,Paper
Eureka Sanitaire  Commercial Upright,Office Supplies,795.408,Appliances
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Office Supplies,17.48,Appliances
Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,101.96,Appliances
"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Office Supplies,160.32,Appliances
"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,523.25,Appliances
Euro Pro Shark Stick Mini Vacuum,Office Supplies,48.784,Appliances
Euro-Pro Shark Turbo Vacuum,Office Supplies,154.9,Appliances
"Executive Impressions 10"" Spectator Wall Clock",Furniture,70.56,Furnishings
"Executive Impressions 12"" Wall Clock",Furniture,35.34,Furnishings
"Executive Impressions 13"" Chairman Wall Clock",Furniture,76.14,Furnishings
"Executive Impressions 13"" Clairmont Wall Clock",Furniture,30.768,Furnishings
"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Furniture,37.4,Furnishings
"Executive Impressions 14""",Furniture,111.15,Furnishings
"Executive Impressions 14"" Contract Wall Clock",Furniture,44.46,Furnishings
"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Furniture,53.352,Furnishings
"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,54.528,Furnishings
"Executive Impressions 16-1/2"" Circular Wall Clock",Furniture,32.064,Furnishings
"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Furniture,41.6,Furnishings
Executive Impressions Supervisor Wall Clock,Furniture,67.36,Furnishings
Faber Castell Col-Erase Pencils,Office Supplies,3.912,Art
Fashion Color Clasp Envelopes,Office Supplies,16.23,Envelopes
Fellowes 8 Outlet Superior Workstation Surge Protector,Office Supplies,166.84,Appliances
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,134.48,Appliances
Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Office Supplies,44.416,Appliances
Fellowes Advanced Computer Series Surge Protectors,Office Supplies,52.98,Appliances
Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,129.552,Storage
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,454.86,Storage
Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,95.94,Storage
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Office Supplies,66.58,Storage
Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,25.96,Appliances
Fellowes Binding Cases,Office Supplies,46.8,Binders
Fellowes Black Plastic Comb Bindings,Office Supplies,8.134,Binders
Fellowes Command Center 5-outlet power strip,Office Supplies,325.632,Appliances
Fellowes Desktop Hanging File Manager,Office Supplies,67.15,Storage
Fellowes Econo/Stor Drawers,Office Supplies,387.72,Storage
Fellowes High-Stak Drawer Files,Office Supplies,281.904,Storage
Fellowes Mighty 8 Compact Surge Protector,Office Supplies,64.864,Appliances
"Fellowes Mobile File Cart, Black",Office Supplies,62.18,Storage
Fellowes Neat Ideas Storage Cubes,Office Supplies,64.96,Storage
Fellowes Officeware Wire Shelving,Office Supplies,359.32,Storage
Fellowes PB200 Plastic Comb Binding Machine,Office Supplies,509.97,Binders
Fellowes PB300 Plastic Comb Binding Machine,Office Supplies,2715.93,Binders
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,2033.584,Binders
"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,53.72,Storage
Fellowes Powershred HS-440 4-Sheet High Security Shredder,Technology,464.97,Machines
"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Office Supplies,146.76,Appliances
Fellowes Presentation Covers for Comb Binding Machines,Office Supplies,17.46,Binders
Fellowes Recycled Storage Drawers,Office Supplies,177.648,Storage
"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Office Supplies,180.66,Appliances
Fellowes Staxonsteel Drawer Files,Office Supplies,386.34,Storage
Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,572.58,Storage
"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,704.25,Storage
Fellowes Super Stor/Drawer,Office Supplies,83.25,Storage
Fellowes Super Stor/Drawer Files,Office Supplies,807.75,Storage
Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,76.12,Appliances
"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,19.296,Binders
File Shuttle I and Handi-File,Office Supplies,53.424,Storage
"File Shuttle II and Handi-File, Black",Office Supplies,169.45,Storage
First Data FD10 PIN Pad,Technology,395.0,Accessories
First Data TMFD35 PIN Pad,Technology,428.4,Accessories
"Fiskars 8"" Scissors, 2/Pack",Office Supplies,41.376,Supplies
Fiskars Home & Office Scissors,Office Supplies,44.4,Supplies
Fiskars Softgrip Scissors,Office Supplies,32.94,Supplies
Fiskars Spring-Action Scissors,Office Supplies,22.368,Supplies
Flat Face Poster Frame,Furniture,37.68,Furnishings
Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,18.94,Binders
"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,58.2,Furnishings
Fluorescent Highlighters by Dixon,Office Supplies,22.288,Art
G.E. Halogen Desk Lamp Bulbs,Furniture,22.336,Furnishings
G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,13.28,Furnishings
GBC Binding covers,Office Supplies,64.75,Binders
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,45.48,Binders
GBC DocuBind 200 Manual Binding Machine,Office Supplies,673.568,Binders
GBC DocuBind 300 Electric Binding Machine,Office Supplies,210.392,Binders
GBC DocuBind P100 Manual Binding Machine,Office Supplies,398.352,Binders
GBC DocuBind P400 Electric Binding System,Office Supplies,3266.376,Binders
GBC DocuBind P50 Personal Binding Machine,Office Supplies,76.776,Binders
GBC DocuBind TL200 Manual Binding Machine,Office Supplies,671.94,Binders
GBC DocuBind TL300 Electric Binding System,Office Supplies,896.99,Binders
GBC Durable Plastic Covers,Office Supplies,58.05,Binders
GBC Ibimaster 500 Manual ProClick Binding System,Office Supplies,1217.568,Binders
GBC Imprintable Covers,Office Supplies,17.568,Binders
GBC Instant Index System for Binding Systems,Office Supplies,8.88,Binders
GBC Instant Report Kit,Office Supplies,12.94,Binders
"GBC Laser Imprintable Binding System Covers, Desert Sand",Office Supplies,42.81,Binders
GBC Linen Binding Covers,Office Supplies,18.588,Binders
GBC Personal VeloBind Strips,Office Supplies,9.584,Binders
GBC Plastic Binding Combs,Office Supplies,4.428,Binders
GBC Plasticlear Binding Covers,Office Supplies,3.444,Binders
GBC Poly Designer Binding Covers,Office Supplies,40.176,Binders
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Office Supplies,25.584,Binders
GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,16.784,Binders
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,9.006,Binders
GBC Prestige Therm-A-Bind Covers,Office Supplies,51.465,Binders
GBC ProClick 150 Presentation Binding System,Office Supplies,189.588,Binders
GBC ProClick Punch Binding System,Office Supplies,447.86,Binders
GBC ProClick Spines for 32-Hole Punch,Office Supplies,11.277,Binders
GBC Recycled Grain Textured Covers,Office Supplies,82.896,Binders
GBC Recycled Regency Composition Covers,Office Supplies,334.768,Binders
GBC Recycled VeloBinder Covers,Office Supplies,34.08,Binders
GBC Standard Plastic Binding Systems Combs,Office Supplies,3.54,Binders
GBC Standard Plastic Binding Systems' Combs,Office Supplies,10.048,Binders
"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,32.34,Binders
GBC Standard Therm-A-Bind Covers,Office Supplies,59.808,Binders
GBC Therma-A-Bind 250T Electric Binding System,Office Supplies,590.352,Binders
GBC Twin Loop Wire Binding Elements,Office Supplies,33.28,Binders
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,30.44,Binders
GBC VeloBind Cover Sets,Office Supplies,49.408,Binders
GBC VeloBinder Electric Binding Machine,Office Supplies,72.588,Binders
GBC VeloBinder Manual Binding System,Office Supplies,43.188,Binders
GBC VeloBinder Strips,Office Supplies,7.68,Binders
"GBC Velobind Prepunched Cover Sets, Regency Series",Office Supplies,55.47,Binders
"GBC White Gloss Covers, Plain Front",Office Supplies,14.48,Binders
GBC Wire Binding Combs,Office Supplies,49.632,Binders
GBC Wire Binding Strips,Office Supplies,50.784,Binders
GE 2-Jack Phone Line Splitter,Technology,617.97,Phones
GE 30522EE2,Technology,579.95,Phones
GE 30524EE4,Technology,391.98,Phones
"GE 4 Foot Flourescent Tube, 40 Watt",Furniture,59.92,Furnishings
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,595.38,Furnishings
GE DSL Phone Line Filter,Technology,255.936,Phones
"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,8.73,Furnishings
"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Furniture,62.82,Furnishings
Gear Head AU3700S Headset,Technology,72.744,Phones
Geemarc AmpliPOWER60,Technology,464.0,Phones
"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Office Supplies,22.38,Paper
"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",Furniture,1292.94,Bookcases
Global Adaptabilities Conference Tables,Furniture,1685.88,Tables
"Global Airflow Leather Mesh Back Chair, Black",Furniture,603.92,Chairs
"Global Armless Task Chair, Royal Blue",Furniture,128.058,Chairs
Global Chrome Stack Chair,Furniture,191.968,Chairs
Global Comet Stacking Arm Chair,Furniture,1267.53,Chairs
Global Comet Stacking Armless Chair,Furniture,478.48,Chairs
Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,1139.92,Chairs
Global Commerce Series Low-Back Swivel/Tilt Chairs,Furniture,359.772,Chairs
Global Deluxe High-Back Manager's Chair,Furniture,457.568,Chairs
Global Deluxe High-Back Office Chair in Storm,Furniture,435.168,Chairs
Global Deluxe Office Fabric Chairs,Furniture,230.352,Chairs
"Global Deluxe Stacking Chair, Gray",Furniture,122.352,Chairs
Global Deluxe Steno Chair,Furniture,107.772,Chairs
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Furniture,433.568,Chairs
Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,Furniture,207.184,Chairs
Global Ergonomic Managers Chair,Furniture,144.784,Chairs
Global Executive Mid-Back Manager's Chair,Furniture,611.058,Chairs
"Global Fabric Manager's Chair, Dark Gray",Furniture,605.88,Chairs
"Global Geo Office Task Chair, Gray",Furniture,129.568,Chairs
"Global High-Back Leather Tilter, Burgundy",Furniture,172.186,Chairs
Global Highback Leather Tilter in Burgundy,Furniture,218.376,Chairs
Global Italian Leather Office Chair,Furniture,785.88,Chairs
"Global Leather & Oak Executive Chair, Burgundy",Furniture,120.712,Chairs
Global Leather Executive Chair,Furniture,561.584,Chairs
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,1125.488,Chairs
"Global Leather Task Chair, Black",Furniture,89.99,Chairs
